id,kural_tamil,kural_english,meaning_tamil,meaning_english,audio_tamil_url,audio_english_url,youtube_tamil_url,youtube_english_url,section_tamil,subsection_tamil,section_english,subsection_english,uri
1206,மற்றியான் என்னுளேன் மன்னோ அவரொடுயான்\nஉற்றநாள் உள்ள உளேன்,மற்றியான் என்னுளேன் மன்னோ அவரொடுயான்\nஉற்றநாள் உள்ள உளேன்,காதலராகிய அவரோடு யான்‌ பொருந்தியிருந்த நாட்களை நினைத்துக்கொள்வதால்தான்‌ உயிரோடிருக்கின்றேன்‌; வேறு எதனால்‌ உயிர்வாழ்கின்றேன்‌?.,How live I yet? I live to ponder o’er\nThe days of bliss with him that are no more.,,,,,காமத்துப்பால்,நினைந்தவர்புலம்பல்,love,,
1207,மறப்பின் எவனாவன் மற்கொல்\nமறப்பறியேன் உள்ளினும் உள்ளம் சுடும்,மறப்பின் எவனாவன் மற்கொல்\nமறப்பறியேன் உள்ளினும் உள்ளம் சுடும்,(காதலரை) மறந்தறியாமல்‌ நினைத்தாலும்‌ உள்ளத்தைப்‌ பிரிவுத்‌ துன்பம்‌ சுடுகின்றதே! நினைக்காமல்‌ மறந்துவிட்டால்‌ என்ன ஆவேனோ?.,"If I remembered not what were I then? And yet,\nThe fiery smart of what my spirit knows not to forget!",,,,,காமத்துப்பால்,நினைந்தவர்புலம்பல்,love,,
1208,எனைத்து நினைப்பினும் காயார் அனைத்தன்றோ\nகாதலர் செய்யும் சிறப்பு,எனைத்து நினைப்பினும் காயார் அனைத்தன்றோ\nகாதலர் செய்யும் சிறப்பு,காதலரை எவ்வளவு மிகுதியாக நினைத்தாலும்‌ அவர்‌ என்மேல்‌ சினங்‌ கொள்ளார்‌; காதலர்‌ செய்யும்‌ சிறந்த உதவி அத்தன்மையானது அன்றோ!.,My frequent thought no wrath excites. It is not so?\nThis honour doth my love on me bestow.,,,,,காமத்துப்பால்,நினைந்தவர்புலம்பல்,love,,
1209,விளியுமென் இன்னுயிர் வேறல்லம் என்பார்\nஅளியின்மை ஆற்ற நினைந்து,விளியுமென் இன்னுயிர் வேறல்லம் என்பார்\nஅளியின்மை ஆற்ற நினைந்து,‘நாம்‌ இருவரும்‌ வேறு அல்லேம்‌’ என்று அடிக்கடி சொல்லும்‌ அவர்‌ இப்போது அன்பு இல்லாதிருத்தலை மிக நினைந்து என்‌ இனிய உயிர்‌ அழிகின்றது.,"Dear life departs, when his ungracious deeds I ponder o’er,\nWho said erewhile, “We’re one for evermore’.",,,,,காமத்துப்பால்,நினைந்தவர்புலம்பல்,love,,
1210,விடாஅது சென்றாரைக் கண்ணினால் காணப்\nபடாஅதி வாழி மதி,விடாஅது சென்றாரைக் கண்ணினால் காணப்\nபடாஅதி வாழி மதி,திங்களே! பிரியாமலிருந்து இறுதியில்‌ பிரிந்து சென்ற காதலரை என்‌ கண்ணால்‌ தேடிக்‌ காணும்படியாக நீ மறைந்து விடாமல்‌ இருப்பாயாக!.,"Set not; so may’st thou prosper, moon! that eyes may see\nMy love who went away, but ever bides with me.",,,,,காமத்துப்பால்,நினைந்தவர்புலம்பல்,love,,
1211,காதலர் தூதொடு வந்த கனவினுக்கு\nயாதுசெய் வேன்கொல் விருந்து,காதலர் தூதொடு வந்த கனவினுக்கு\nயாதுசெய் வேன்கொல் விருந்து,(யான்‌ பிரிவால்‌ வருந்தி உறங்கியபோது காதலர்‌ அனுப்பிய தூதோடு வந்த கனவுக்கு உரிய விருந்தாக என்ன செய்து உதவுவேன்‌?.,"It came and brought to me, that nightly vision rare,\nA message from my love,- what feast shall I prepare?",,,,,காமத்துப்பால்,கனவுநிலையுரைத்தல்,love,,
1212,கயலுண்கண் யானிரப்பத் துஞ்சிற்\nகலந்தார்க்கு உயலுண்மை சாற்றுவேன் மன்,கயலுண்கண் யானிரப்பத் துஞ்சிற்\nகலந்தார்க்கு உயலுண்மை சாற்றுவேன் மன்,"கண்கள்‌ யான்‌ வேண்டுவதுபோல்‌ தூங்குமானால்‌,(அப்போது வரும்‌ கனவில்‌ காணும்‌) காதலர்க்கு யான்‌ தப்பிப்‌ பிழைத்திருக்கும்‌ தன்மையைச்‌ சொல்வேன்‌.","If my dark, carp-like eye will close in sleep, as I implore,\nThe tale of my long-suffering life I’ll tell my loved one o’er.",,,,,காமத்துப்பால்,கனவுநிலையுரைத்தல்,love,,
1213,நனவினால் நல்கா தவரைக் கனவினால்\nகாண்டலின் உண்டென் உயிர்,நனவினால் நல்கா தவரைக் கனவினால்\nகாண்டலின் உண்டென் உயிர்,நனவில்‌ வந்து அன்பு செய்யாத காதலரைக்‌ கனவில்‌ காண்பதால்தான்‌ என்னுடைய உயிர்‌ இன்னும்‌ நீங்காமல்‌ உள்ளதாகின்றது.,"Him, who in waking hour no kindness shows,\nIn dreams I see; and so my lifetime goes!",,,,,காமத்துப்பால்,கனவுநிலையுரைத்தல்,love,,
1214,கனவினான் உண்டாகும் காமம் நனவினான்\nநல்காரை நாடித் தரற்கு,கனவினான் உண்டாகும் காமம் நனவினான்\nநல்காரை நாடித் தரற்கு,நனவில்‌ வந்து அன்பு செய்யாத காதலரைத்‌ தேடி அழைத்துக்கொண்டு வருவதற்காகக்‌ கனவில்‌ அவரைப்‌ பற்றிய காதல்‌ நிகழ்ச்சிகள்‌ உண்டாகின்றன.,"There is pleasure in my dream, because in it I seek and obtain him who does not visit me in my wakefulness.",,,,,காமத்துப்பால்,கனவுநிலையுரைத்தல்,love,,
1215,நனவினால் கண்டதூஉம் ஆங்கே கனவுந்தான்\nகண்ட பொழுதே இனிது,நனவினால் கண்டதூஉம் ஆங்கே கனவுந்தான்\nகண்ட பொழுதே இனிது,முன்பு நனவில்‌ கண்ட இன்பமும்‌ அப்பொழுதுமட்டும்‌ இனிதாயிற்று; இப்பொழுது காணும்‌ கனவும்‌ கண்ட பொழுது மட்டுமே இன்பமாக உள்ளது.,"As what I then beheld in waking hour was sweet,\nSo pleasant dreams in hour of sleep my spirit greet.",,,,,காமத்துப்பால்,கனவுநிலையுரைத்தல்,love,,
1216,நனவென ஒன்றில்லை ஆயின் கனவினால்\nகாதலர் நீங்கலர் மன்,நனவென ஒன்றில்லை ஆயின் கனவினால்\nகாதலர் நீங்கலர் மன்,"நனவு என்று சொல்லப்படுகின்ற ஒன்று இல்லாதிருக்குமானால்‌, கனவில்‌ வந்த காதலர்‌ என்னை விட்டுப்‌ பிரியாமலே இருப்பர்‌.","And if there were no waking hour, my love\nIn dreams would never from my side remove.",,,,,காமத்துப்பால்,கனவுநிலையுரைத்தல்,love,,
1217,நனவினால் நல்காக் கொடியார் கனவனால்\nஎன்எம்மைப் பீழிப் பது,நனவினால் நல்காக் கொடியார் கனவனால்\nஎன்எம்மைப் பீழிப் பது,"நனவில்‌ வந்து எமக்கு அன்பு செய்யாத கொடுமை உடைய அவர்‌, கனவில்மட்டும்‌ வந்து எம்மை வருத்துவது என்ன காரணத்தால்‌?.","The cruel one, in waking hour, who all ungracious seems,\nWhy should he thus torment my soul in nightly dreams?",,,,,காமத்துப்பால்,கனவுநிலையுரைத்தல்,love,,
1218,துஞ்சுங்கால் தோள்மேலர் ஆகி விழிக்குங்கால்\nநெஞ்சத்தர் ஆவர் விரைந்து,துஞ்சுங்கால் தோள்மேலர் ஆகி விழிக்குங்கால்\nநெஞ்சத்தர் ஆவர் விரைந்து,"தூங்கும்போது கனவில்‌ வந்து என்‌ தோள்மேல்‌ உள்ளவராகி, விழித்தெழும்போது உடனே விரைந்து என்‌ நெஞ்சில்‌ உள்ளவராகின்றார்‌.","When I am asleep he rests on my shoulders, (but) when I awake he hastens into my soul.",,,,,காமத்துப்பால்,கனவுநிலையுரைத்தல்,love,,
1219,நனவினால் நல்காரை நோவர் கனவினால்\nகாதலர்க் காணா தவர்,நனவினால் நல்காரை நோவர் கனவினால்\nகாதலர்க் காணா தவர்,கனவில்‌ காதலர்‌ வரக்‌ காணாத மகளிர்‌ நனவில்‌ வந்து அன்பு செய்யாத காதலரை (அவர்‌ வராத காரணம்‌ பற்றி) நொந்துகொள்வர்‌.,They who have no dear ones to behold in their dreams blame him who visits me not in my wakinghours.,,,,,காமத்துப்பால்,கனவுநிலையுரைத்தல்,love,,
1220,நனவினால் நம்நீத்தார் என்பர் கனவினால்\nகாணார்கொல் இவ்வூ ரவர்,நனவினால் நம்நீத்தார் என்பர் கனவினால்\nகாணார்கொல் இவ்வூ ரவர்,நனவில்‌ நம்மைவிட்டு நீங்கினார்‌ என்று காதலரைப்‌ பழித்துப்‌ பேசுகின்றனரே! இந்த ஊரார்‌ கனவில்‌ அவரைக்‌ காண்பதில்லையோ!.,The women of this place say he has forsaken me in my wakefulness. I think they have not seen him visit me in my dreams.,,,,,காமத்துப்பால்,கனவுநிலையுரைத்தல்,love,,
1221,மாலையோ அல்லை மணந்தார் உயிருண்ணும்\nவேலைநீ வாழி பொழுது,மாலையோ அல்லை மணந்தார் உயிருண்ணும்\nவேலைநீ வாழி பொழுது,பொழுதே! நீ மாலைக்காலம்‌ அல்லை: (காதலரோடு கூடியிருந்து பிறகு பிரிந்து வாழும்‌) மகளிரின்‌ உயிரை உண்ணும்‌ முடிவுக்‌ காலமாக இருக்கின்றாய்‌!.,"Thou art not evening, but a spear that doth devour\nThe souls of brides; farewell, thou evening hour!",,,,,காமத்துப்பால்,பொழுதுகண்டிரங்கல்,love,,
1222,புன்கண்ணை வாழி மருள்மாலை எம்கேள்போல்\nவன்கண்ண தோநின் துணை,புன்கண்ணை வாழி மருள்மாலை எம்கேள்போல்\nவன்கண்ண தோநின் துணை,மயங்கிய மாலைப்பொழுதே! நீயும்‌ எம்மைப்போல்‌ துன்பப்படுகின்றாயே! உன்‌ துணையும்‌ எம்‌ காதலர்‌ போல்‌ இரக்கம்‌ அற்றதோ?.,"Thine eye is sad; Hail, doubtful hour of eventide!\nOf cruel eye, as is my spouse, is too thy bride?",,,,,காமத்துப்பால்,பொழுதுகண்டிரங்கல்,love,,
1223,பனிஅரும்பிப் பைதல்கொள் மாலை துனிஅரும்பித்\nதுன்பம் வளர வரும்,பனிஅரும்பிப் பைதல்கொள் மாலை துனிஅரும்பித்\nதுன்பம் வளர வரும்,பனி தோன்றிய பசந்த நிறம்கொண்ட மாலைப்பொழுது எனக்கு வருத்தம்‌ ஏற்பட்டுத்‌ துன்பம்‌ மேன்மேலும்‌ வளரும்படியாக வருகின்றது.,With buds of chilly dew wan evening’s shade enclose;\nMy anguish buds space and all my sorrow grows.,,,,,காமத்துப்பால்,பொழுதுகண்டிரங்கல்,love,,
1224,காதலர் இல்வழி மாலை கொலைக்களத்து\nஏதிலர் போல வரும்,காதலர் இல்வழி மாலை கொலைக்களத்து\nஏதிலர் போல வரும்,"காதலர்‌ இல்லாத இப்போது, கொலை செய்யும்‌ இடத்தில்‌ பகைவர்‌ வருவதுபோல்‌ மாலைப்பொழுது(என்‌ உயிரைக்‌ கொள்ள, வருகின்றது.","When absent is my love, the evening hour descends,\nAs when an alien host to field of battle wends.",,,,,காமத்துப்பால்,பொழுதுகண்டிரங்கல்,love,,
1225,காலைக்குச் செய்தநன்று என்கொல் எவன்கொல்யான்\nமாலைக்குச் செய்த பகை,காலைக்குச் செய்தநன்று என்கொல் எவன்கொல்யான்\nமாலைக்குச் செய்த பகை,யான்‌ காலைப்பொழுதிற்குச்‌ செய்த நன்மை என்ன? (என்னைத்‌ துன்புறுத்துகின்ற) மாலைப்பொழுதிற்குச்‌ செய்த பகையான தீமை என்ன.,"O morn, how have I won thy grace? thou bring’st relief\nO eve, why art thou foe! thou dost renew my grief.",,,,,காமத்துப்பால்,பொழுதுகண்டிரங்கல்,love,,
1226,மாலைநோய் செய்தல் மணந்தார் அகலாத\nகாலை அறிந்த திலேன்,மாலைநோய் செய்தல் மணந்தார் அகலாத\nகாலை அறிந்த திலேன்,மாலைப்பொழுது இவ்வாறு துன்பம்‌ செய்யவல்லது என்பதைக்‌ காதலர்‌ என்னைவிட்டு அகலாமல்‌ உடனிருந்த காலத்தில்‌ யான்‌ அறியவில்லை.,"Previous to my husband’s departure, I know not the painful nature of evening.",,,,,காமத்துப்பால்,பொழுதுகண்டிரங்கல்,love,,
1227,காலை அரும்பிப் பகலெல்லாம் போதாகி\nமாலை மலரும்இந் நோய்,காலை அரும்பிப் பகலெல்லாம் போதாகி\nமாலை மலரும்இந் நோய்,"இந்தக்‌ காமநோய்‌, காலைப்பொழுதிலில்‌ அரும்பாய்த்‌ தோன்றி, பகற்பொழுதெல்லாம்‌ பேரரும்பாய்‌ வளர்ந்து மாலைப்பொழுதில்‌ மலராகின்றது.","This malady buds forth in the morning, expands all day long and blossoms in the evening.",,,,,காமத்துப்பால்,பொழுதுகண்டிரங்கல்,love,,
1228,அழல்போலும் மாலைக்குத் தூதாகி ஆயன்\nகுழல்போலும் கொல்லும் படை,அழல்போலும் மாலைக்குத் தூதாகி ஆயன்\nகுழல்போலும் கொல்லும் படை,"ஆயனுடைய புல்லாங்குழல்‌, நெருப்புப்போல்‌ வருந்தும்‌ மாலைப்‌ பொழுதிற்குத்‌ தூதாகி என்னைக்‌ கொல்லும்‌ படையாக வருகின்றது.","The shepherd’s pipe is like a murderous weapon, to my ear,\nFor it proclaims the hour of ev’ning’s fiery anguish near.",,,,,காமத்துப்பால்,பொழுதுகண்டிரங்கல்,love,,
1229,பதிமருண்டு பைதல் உழக்கும் மதிமருண்டு\nமாலை படர்தரும் போழ்து,பதிமருண்டு பைதல் உழக்கும் மதிமருண்டு\nமாலை படர்தரும் போழ்து,"அறிவு மயங்கும்படியாக மாலைப்பொழுது வந்து படரும்போது, இந்த ஊரும்‌ மயங்கி என்னப்போல்‌ துன்பத்தால்‌ வருந்தும்‌.","When night comes on confusing (everyone’s) mind, the (whole) town will lose its sense and be plunged in sorrow.",,,,,காமத்துப்பால்,பொழுதுகண்டிரங்கல்,love,,
1230,பொருள்மாலை யாளரை உள்ளி மருள்மாலை\nமாயும்என் மாயா உயிர்,பொருள்மாலை யாளரை உள்ளி மருள்மாலை\nமாயும்என் மாயா உயிர்,"(பிரிவுத்துன்பத்தால்‌) மாயாமல்‌ நின்ற என்‌ உயிர்‌, பொருள்‌ காரணமாகப்‌ பிரிந்துசென்ற காதலரை நினைத்து மயங்குகின்ற இம்‌ மாலைப்பொழுதில்‌ மாய்கின்றது.",My (hitherto) unextinguished life is now lost in this bewildering night at the thought of him who has the nature of wealth.,,,,,காமத்துப்பால்,பொழுதுகண்டிரங்கல்,love,,
1231,சிறுமை நமக்கொழியச் சேட்சென்றார்\nஉள்ளி நறுமலர் நாணின கண்,சிறுமை நமக்கொழியச் சேட்சென்றார்\nஉள்ளி நறுமலர் நாணின கண்,இத்துன்பத்தை நமக்கு விட்டுவிட்டுத்‌ தொலைவில்‌ உள்ள நாட்டுக்குச்‌ சென்ற காதலரை நினைந்து அழுதமையால்‌ கண்கள்‌ அழகு இழந்து நறுமலர்களுக்கு நாணிவிட்டன.,"Thine eyes grown dim are now ashamed the fragrant flow’rs to see,\nThinking on him, who wand ring far, leaves us in misery.",,,,,காமத்துப்பால்,உறுப்புநலனழிதல்,love,,
1232,நயந்தவர் நல்காமை சொல்லுவ போலும்\nபசந்து பனிவாரும் கண்,நயந்தவர் நல்காமை சொல்லுவ போலும்\nபசந்து பனிவாரும் கண்,"பசலைநிறம்‌ அடைந்து நீர்‌ சொரியும்‌ கண்கள்‌, நாம்‌ விரும்பிய காதலர்‌ நமக்கு அன்பு செய்யாத தன்மையைப்‌ (பிறர்க்குச்‌, சொல்வனபோல்‌ உள்ளன.","The eye, with sorrow wan, all wet with dew of tears,\nAs witness of the lover’s lack of love appears.",,,,,காமத்துப்பால்,உறுப்புநலனழிதல்,love,,
1233,தணந்தமை சால அறிவிப்ப போலும்\nமணந்தநாள் வீங்கிய தோள்,தணந்தமை சால அறிவிப்ப போலும்\nமணந்தநாள் வீங்கிய தோள்,"கூடியிருந்த காலத்தில்‌ மகிழ்ந்து பூரித்திருந்த தோள்கள்‌, (இப்போது மெலிந்து) காதலருடைய பிரிவை நன்றாக அறிவிப்பவைபோல்‌ உள்ளன.","These withered arms, desertion’s pangs abundantly display,\nThat swelled with joy on that glad nuptial day.",,,,,காமத்துப்பால்,உறுப்புநலனழிதல்,love,,
1234,பணைநீங்கிப் பைந்தொடி சோரும் துணைநீங்கித்\nதொல்கவின் வாடிய தோள்,பணைநீங்கிப் பைந்தொடி சோரும் துணைநீங்கித்\nதொல்கவின் வாடிய தோள்,"துணைவர்‌ விட்டு நீங்கியதால்‌ பழைய அழகு கெட்டு வாடிய தோள்கள்‌, பருத்த தன்மை கெட்டு மெலிந்து வளையல்களும்‌ கழலச்‌ செய்கின்றன.","When lover went, then faded all their wonted charms,\nAnd armlets’ golden round slips off from these poor wasted arms.",,,,,காமத்துப்பால்,உறுப்புநலனழிதல்,love,,
1235,கொடியார் கொடுமை உரைக்கும் தொடியொடு\nதொல்கவின் வாடிய தோள்,கொடியார் கொடுமை உரைக்கும் தொடியொடு\nதொல்கவின் வாடிய தோள்,"வளையல்களும்‌ கழன்று பழைய அழகும்‌ கெட்டு வாடிய தோள்கள்‌,(என்‌ துன்பம்‌ உணராத) கொடியவரின்‌ கொடுமையைப்‌ பிறர்‌ அறியச்‌ சொல்கின்றன.","These wasted arms, the bracelet with their wonted beauty gone,\nThe cruelty declare of that most cruel one.",,,,,காமத்துப்பால்,உறுப்புநலனழிதல்,love,,
1236,தொடியொடு தோள்நெகிழ நோவல் அவரைக்\nகொடியர் எனக்கூறல் நொந்து,தொடியொடு தோள்நெகிழ நோவல் அவரைக்\nகொடியர் எனக்கூறல் நொந்து,வளையல்கள்‌ கழன்று தோள்களும்‌ மெலிவடைவதால்‌ (அவற்றை காண்போர்‌) காதலரைக்‌ கொடியவர்‌ என்று கூறுவதைக்‌ கேட்டு வருந்துகின்றேன்‌.,"I grieve, ‘tis pain to me to hear him cruel chid,\nBecause the armlet from my wasted arm has slid.",,,,,காமத்துப்பால்,உறுப்புநலனழிதல்,love,,
1237,பாடு பெறுதியோ நெஞ்சே கொடியார்க்கென்\nவாடுதோட் பூசல் உரைத்து,பாடு பெறுதியோ நெஞ்சே கொடியார்க்கென்\nவாடுதோட் பூசல் உரைத்து,"நெஞ்சே! கொடியவர்‌ என்று சொல்லப்படுகின்ற காதலர்க்கு என்‌ மெலிந்த தோள்களின்‌ ஆரவாரத்தை உரைத்து, அந்த உதவியால்‌ பெருமை அடைவாயோ?.","My heart! say ought of glory wilt thou gain,\nIf to that cruel one thou of thy wasted arms complain?",,,,,காமத்துப்பால்,உறுப்புநலனழிதல்,love,,
1238,முயங்கிய கைகளை ஊக்கப் பசந்தது\nபைந்தொடிப் பேதை நுதல்,முயங்கிய கைகளை ஊக்கப் பசந்தது\nபைந்தொடிப் பேதை நுதல்,"தழுவிய கைகளைத்‌ தளர்த்தியவுடனே, பைந்தொடி அணிந்த காதலியின்‌ நெற்றி, (அவ்வளவு சிறிதாகிய பிரிவையும்‌ பொறுக்காமல்‌) பசலை நிறம்‌ அடைந்தது.","One day the fervent pressure of embracing arms I checked,\nGrew wan the forehead of the maid with golden armlet decked.",,,,,காமத்துப்பால்,உறுப்புநலனழிதல்,love,,
1239,முயக்கிடைத் தண்வளி போழப் பசப்புற்ற\nபேதை பெருமழைக் கண்,முயக்கிடைத் தண்வளி போழப் பசப்புற்ற\nபேதை பெருமழைக் கண்,தழுவுதலுக்கு இடையே குளிர்ந்த காற்று நுழையக்‌ காதலியின்‌ பெரிய மழை போன்ற கண்கள்‌ பசலைநிறம்‌ அடைந்தன.,As we embraced a breath of wind found entrance there;\nThe maid’s large liquid eyes were dimmed with care.,,,,,காமத்துப்பால்,உறுப்புநலனழிதல்,love,,
1240,கண்ணின் பசப்போ பருவரல் எய்தின்றே\nஒண்ணுதல் செய்தது கண்டு,கண்ணின் பசப்போ பருவரல் எய்தின்றே\nஒண்ணுதல் செய்தது கண்டு,"காதலியின்‌ ஒளிபொருந்திய நெற்றி, பசலை நிறம்‌ உற்றதைக்‌ கண்டு, அவளுடைய கண்களின்‌ பசலையும்‌ துன்பம்‌ அடைந்துவிட்டது.","The dimness of her eye felt sorrow now,\nBeholding what was done by that bright brow.",,,,,காமத்துப்பால்,உறுப்புநலனழிதல்,love,,
1241,நினைத்தொன்று சொல்லாயோ நெஞ்சே எனைத்தொன்றும்\nஎவ்வநோய் தீர்க்கும் மருந்து,நினைத்தொன்று சொல்லாயோ நெஞ்சே எனைத்தொன்றும்\nஎவ்வநோய் தீர்க்கும் மருந்து,நெஞ்சே! (காதலால்‌ வளர்ந்த) இத்‌ துன்பநோயைத்‌ தீர்க்கும்‌ மருந்து ஏதாவது ஒன்றை நீ நினைத்துப்‌ பார்த்து எனக்குச்‌ சொல்லமாட்டாயோ?.,"My heart, canst thou not thinking of some med’cine tell,\nNot any one, to drive away this grief incurable?",,,,,காமத்துப்பால்,நெஞ்சொடுகிளத்தல்,love,,
1242,காதல் அவரிலர் ஆகநீ நோவது\nபேதைமை வாழியென் நெஞ்சு,காதல் அவரிலர் ஆகநீ நோவது\nபேதைமை வாழியென் நெஞ்சு,"என்‌ நெஞ்சே! வாழ்க! அவர்‌ நம்மிடம்‌ காதல்‌ இல்லாதவராக இருக்க, நீ மட்டும்‌ அவரை நினைந்து வருந்துவதும்‌ உன்‌ அறியாமையே!.","Since he loves not, thy smart\nIs folly, fare thee well my heart!",,,,,காமத்துப்பால்,நெஞ்சொடுகிளத்தல்,love,,
1243,இருந்துள்ளி என்பரிதல் நெஞ்சே பரிந்துள்ளல்\nபைதல்நோய் செய்தார்கண் இல்,இருந்துள்ளி என்பரிதல் நெஞ்சே பரிந்துள்ளல்\nபைதல்நோய் செய்தார்கண் இல்,நெஞ்சே(என்னுடன்‌)இருந்து அவரை நினைந்து வருந்துவது ஏன்‌? இந்தத்‌ துன்பநோயை உண்டாக்கியவரிடம்‌ இவ்வாறு அன்பு கொண்டு நினைக்கும்‌ தன்மை இல்லையே!.,"What comes of sitting here in pining thought, O heart? He knows\nNo pitying thought, the cause of all these wasting woes.",,,,,காமத்துப்பால்,நெஞ்சொடுகிளத்தல்,love,,
1244,கண்ணும் கொளச்சேறி நெஞ்சே இவையென்னைத்\nதின்னும் அவர்க்காணல் உற்று,கண்ணும் கொளச்சேறி நெஞ்சே இவையென்னைத்\nதின்னும் அவர்க்காணல் உற்று,நெஞ்சே! நீ அவரிடம்‌ செல்லும்‌ போது என்‌ கண்களையும்‌ உடன்‌ கொண்டு செல்வாயாக; அவரைக்‌ காண வேண்டும்‌ என்று இவை என்னைப்‌ பிடுங்கித்‌ தின்கின்றன.,"O rid me of these eyes, my heart; for they,\nLonging to see him, wear my life away.",,,,,காமத்துப்பால்,நெஞ்சொடுகிளத்தல்,love,,
1245,செற்றார் எனக்கை விடல்உண்டோ நெஞ்சேயாம்\nஉற்றால் உறாஅ தவர்,செற்றார் எனக்கை விடல்உண்டோ நெஞ்சேயாம்\nஉற்றால் உறாஅ தவர்,நெஞ்சே! யாம்‌ விரும்பி நாடினாலும்‌ எம்மை நாடாத அவர்‌ நம்மை வெறுத்துவிட்டார்‌ என்று எண்ணிக்‌ கை விட முடியுமோ?.,"O heart, as a foe, can I abandon utterly\nHim who, though I long for him, longs not for me?",,,,,காமத்துப்பால்,நெஞ்சொடுகிளத்தல்,love,,
1246,கலந்துணர்த்தும் காதலர்க் கண்டாற் புலந்துணராய்\nபொய்க்காய்வு காய்திஎன் நெஞ்சு,கலந்துணர்த்தும் காதலர்க் கண்டாற் புலந்துணராய்\nபொய்க்காய்வு காய்திஎன் நெஞ்சு,என்‌ நெஞ்சே! ஊடியபோது கூடி ஊடல்‌ உணர்த்த வல்ல காதலரைக்‌ கண்டபோது நீ பிணங்கி உணரமாட்டாய்‌! பொய்யான சினங்கொண்டு காய்கின்றாய்‌.,"My heart, false is the fire that burns; thou canst not wrath maintain,\nIf thou thy love behold, embracing, soothing all thy pain.",,,,,காமத்துப்பால்,நெஞ்சொடுகிளத்தல்,love,,
1247,காமம் விடுஒன்றோ நாண்விடு நன்னெஞ்சே\nயானோ பொறேன்இவ் விரண்டு,காமம் விடுஒன்றோ நாண்விடு நன்னெஞ்சே\nயானோ பொறேன்இவ் விரண்டு,நல்ல நெஞ்சே! ஒன்று காமத்தை விட்டு விடு; அல்லது நாணத்தை விட்டுவிடு; இந்த இரண்டையும்‌ பொறுத்துக்‌ கொண்டிருக்க என்னால்‌ முடியாது.,"O my good soul, give up either lust or honour, as for me I can endure neither.",,,,,காமத்துப்பால்,நெஞ்சொடுகிளத்தல்,love,,
1248,பரிந்தவர் நல்காரென்று ஏங்கிப் பிரிந்தவர்\nபின்செல்வாய் பேதைஎன் நெஞ்சு,பரிந்தவர் நல்காரென்று ஏங்கிப் பிரிந்தவர்\nபின்செல்வாய் பேதைஎன் நெஞ்சு,என்‌ நெஞ்சே! பிரிவுத்‌ துன்பத்தால்‌ வருத்தி அவர்‌ வந்து அன்பு செய்யவில்லையே என்று ஏங்கிப்பிரிந்தவரின்‌ பின்‌ செல்கின்றாய்‌! நீ பேதை.,"You are a fool, O my soul! to go after my departed one, while you mourn that he is not kind enough to favour you.",,,,,காமத்துப்பால்,நெஞ்சொடுகிளத்தல்,love,,
1249,உள்ளத்தார் காத லவரால் உள்ளிநீ\nயாருழைச் சேறியென் நெஞ்சு,உள்ளத்தார் காத லவரால் உள்ளிநீ\nயாருழைச் சேறியென் நெஞ்சு,என்‌ நெஞ்சே! காதலர்‌ உன்‌ உள்ளததில்‌ உள்ளவராக இருக்கும்போது நீ அவரை நினைத்து யாரிடம்‌ தேடிச்‌ செல்கின்றாய்‌?.,"O my soul! to whom would you repair, while the dear one is within yourself?",,,,,காமத்துப்பால்,நெஞ்சொடுகிளத்தல்,love,,
1250,துன்னாத் துறந்தாரை நெஞ்சத்து உடையேமா\nஇன்னும் இழத்தும் கவின்,துன்னாத் துறந்தாரை நெஞ்சத்து உடையேமா\nஇன்னும் இழத்தும் கவின்,"நம்மோடு பொருந்தியிருக்காமல்‌ கைவிட்டுச்‌ சென்ற காதலரை நெஞ்சில்‌ வைத்திருக்கும்போது, இன்னும்‌ மெலிந்து அழகை இழந்து வருகின்றோம்‌.","If Iretain in my heart him who has left me without befriending me, I shall lose even the (inward)beauty that remains.",,,,,காமத்துப்பால்,நெஞ்சொடுகிளத்தல்,love,,
1251,காமக் கணிச்சி உடைக்கும் நிறையென்னும்\nநாணுத்தாழ் வீழ்த்த கதவு,காமக் கணிச்சி உடைக்கும் நிறையென்னும்\nநாணுத்தாழ் வீழ்த்த கதவு,நாணம்‌ என்னும்‌ தாழ்ப்பாள்‌ பொருந்திய நிறை என்று சொல்லப்படும்‌ கதவைக்‌ காமம்‌ ஆகிய கோடரி உடைத்து விடுகின்றது.,The axe of lust can break the door of chastity which is bolted with the bolt of modesty.,,,,,காமத்துப்பால்,நிறையழிதல்,love,,
1252,காமம் எனவொன்றோ கண்ணின்றென் நெஞ்சத்தை\nயாமத்தும் ஆளும் தொழில்,காமம் எனவொன்றோ கண்ணின்றென் நெஞ்சத்தை\nயாமத்தும் ஆளும் தொழில்,காமம்‌ என்று சொல்லப்படுகின்ற ஒன்று கண்ணோட்டம்‌ இல்லாதது; அஃது என்‌ நெஞ்சத்தை நள்ளிரவிலும்‌ ஏவல்‌ கொண்டு ஆள்கின்றது.,"What men call love is the one thing of merciless power;\nIt gives my soul no rest, e’en in the midnight hour.",,,,,காமத்துப்பால்,நிறையழிதல்,love,,
